[2025-05-02 19:38:25,794] 15 root - INFO - Initiating the data ingestion
[2025-05-02 19:38:28,188] 61 root - INFO - Performed train test split on the dataframe
[2025-05-02 19:38:28,188] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-02 19:38:28,188] 71 root - INFO - Exporting train and test file path.
[2025-05-02 19:38:28,277] 80 root - INFO - Exported train and test file path.
[2025-05-02 19:38:28,277] 18 root - INFO - data ingestion completed
[2025-05-02 19:38:28,277] 19 root - INFO - Initiated Data Validation
[2025-05-02 19:38:28,423] 32 root - INFO - Required number of coloumns:2
[2025-05-02 19:38:28,424] 33 root - INFO - Data frame has columns:31
[2025-05-02 19:38:28,424] 32 root - INFO - Required number of coloumns:2
[2025-05-02 19:38:28,424] 33 root - INFO - Data frame has columns:31
