[2025-05-15 17:20:19,450] 16 root - INFO - Initiating the data ingestion
[2025-05-15 17:20:38,028] 61 root - INFO - Performed train test split on the dataframe
[2025-05-15 17:20:38,028] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-15 17:20:38,029] 71 root - INFO - Exporting train and test file path.
[2025-05-15 17:20:38,094] 80 root - INFO - Exported train and test file path.
[2025-05-15 17:20:38,096] 19 root - INFO - data ingestion completed
[2025-05-15 17:20:38,096] 20 root - INFO - Initiated Data Validation
[2025-05-15 17:20:38,227] 32 root - INFO - Required number of coloumns:2
[2025-05-15 17:20:38,228] 33 root - INFO - Data frame has columns:31
[2025-05-15 17:20:38,230] 32 root - INFO - Required number of coloumns:2
[2025-05-15 17:20:38,230] 33 root - INFO - Data frame has columns:31
[2025-05-15 17:20:38,439] 24 root - INFO - The Data Validation is complete
[2025-05-15 17:20:38,439] 26 root - INFO - Data Transformation has been initiated
[2025-05-15 17:20:38,439] 55 root - INFO - Entered Data Transformation Initiation stage 
[2025-05-15 17:20:38,439] 57 root - INFO - starting data transformation
[2025-05-15 17:20:38,470] 43 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-05-15 17:20:38,470] 48 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-05-15 17:20:38,487] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-15 17:20:38,490] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-15 17:20:38,491] 32 root - INFO - Data Transformation has been completed
[2025-05-15 17:20:38,491] 34 root - INFO - Model Training stared
[2025-05-15 17:25:11,776] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-15 17:25:11,777] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-15 17:25:11,777] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-15 17:25:11,832] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-15 17:25:11,833] 117 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_15_2025_17_19_53\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9917255297679112, precision_score=0.9903264812575574, recall_score=0.9931285367825384), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9716399506781751, precision_score=0.9656862745098039, recall_score=0.9776674937965261))
[2025-05-15 17:25:11,838] 39 root - INFO - Model Training artifact created
