[2025-05-02 22:36:05,560] 15 root - INFO - Initiating the data ingestion
[2025-05-02 22:36:08,337] 61 root - INFO - Performed train test split on the dataframe
[2025-05-02 22:36:08,337] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-02 22:36:08,337] 71 root - INFO - Exporting train and test file path.
[2025-05-02 22:36:08,403] 80 root - INFO - Exported train and test file path.
[2025-05-02 22:36:08,405] 18 root - INFO - data ingestion completed
[2025-05-02 22:36:08,405] 19 root - INFO - Initiated Data Validation
[2025-05-02 22:36:08,530] 32 root - INFO - Required number of coloumns:2
[2025-05-02 22:36:08,530] 33 root - INFO - Data frame has columns:31
[2025-05-02 22:36:08,530] 32 root - INFO - Required number of coloumns:2
[2025-05-02 22:36:08,530] 33 root - INFO - Data frame has columns:31
[2025-05-02 22:36:08,712] 23 root - INFO - The Data Validation is complete
[2025-05-02 22:36:08,712] 25 root - INFO - Data Transformation has been initiated
[2025-05-02 22:36:08,712] 55 root - INFO - Entered Data Transformation Initiation stage 
[2025-05-02 22:36:08,712] 57 root - INFO - starting data transformation
[2025-05-02 22:36:08,733] 43 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-05-02 22:36:08,733] 48 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
