[2025-05-12 06:58:28,201] 15 root - INFO - Initiating the data ingestion
[2025-05-12 06:58:45,992] 61 root - INFO - Performed train test split on the dataframe
[2025-05-12 06:58:45,992] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-12 06:58:45,992] 71 root - INFO - Exporting train and test file path.
[2025-05-12 06:58:46,053] 80 root - INFO - Exported train and test file path.
[2025-05-12 06:58:46,064] 18 root - INFO - data ingestion completed
[2025-05-12 06:58:46,064] 19 root - INFO - Initiated Data Validation
[2025-05-12 06:58:46,175] 32 root - INFO - Required number of coloumns:2
[2025-05-12 06:58:46,175] 33 root - INFO - Data frame has columns:31
[2025-05-12 06:58:46,175] 32 root - INFO - Required number of coloumns:2
[2025-05-12 06:58:46,175] 33 root - INFO - Data frame has columns:31
[2025-05-12 06:58:46,329] 23 root - INFO - The Data Validation is complete
[2025-05-12 06:58:46,329] 25 root - INFO - Data Transformation has been initiated
[2025-05-12 06:58:46,329] 55 root - INFO - Entered Data Transformation Initiation stage 
[2025-05-12 06:58:46,329] 57 root - INFO - starting data transformation
[2025-05-12 06:58:46,365] 43 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-05-12 06:58:46,365] 48 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-05-12 06:58:46,391] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-12 06:58:46,399] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-12 06:58:46,400] 31 root - INFO - Data Transformation has been completed
[2025-05-12 06:58:46,400] 33 root - INFO - Model Training sstared
