[2025-05-02 22:38:05,591] 15 root - INFO - Initiating the data ingestion
[2025-05-02 22:38:08,091] 61 root - INFO - Performed train test split on the dataframe
[2025-05-02 22:38:08,091] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-02 22:38:08,091] 71 root - INFO - Exporting train and test file path.
[2025-05-02 22:38:08,179] 80 root - INFO - Exported train and test file path.
[2025-05-02 22:38:08,180] 18 root - INFO - data ingestion completed
[2025-05-02 22:38:08,180] 19 root - INFO - Initiated Data Validation
[2025-05-02 22:38:08,281] 32 root - INFO - Required number of coloumns:2
[2025-05-02 22:38:08,281] 33 root - INFO - Data frame has columns:31
[2025-05-02 22:38:08,281] 32 root - INFO - Required number of coloumns:2
[2025-05-02 22:38:08,281] 33 root - INFO - Data frame has columns:31
[2025-05-02 22:38:08,480] 23 root - INFO - The Data Validation is complete
[2025-05-02 22:38:08,480] 25 root - INFO - Data Transformation has been initiated
[2025-05-02 22:38:08,480] 55 root - INFO - Entered Data Transformation Initiation stage 
[2025-05-02 22:38:08,480] 57 root - INFO - starting data transformation
[2025-05-02 22:38:08,502] 43 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-05-02 22:38:08,502] 48 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
